image_id,label_id,label,score,x1,y1,x2,y2
000000,1,car,0.996852457523346,1.7493486404418945,181.93673706054688,106.93550872802734,237.42483520507812
000000,1,car,0.9963286519050598,101.80321502685547,171.7700958251953,219.13670349121094,224.22471618652344
000000,1,car,0.9869790077209473,210.68661499023438,179.65797424316406,269.6584167480469,215.64910888671875
000000,1,car,0.8919904232025146,295.83355712890625,171.22132873535156,357.0457763671875,206.5824737548828
000000,1,car,0.7060461640357971,287.434326171875,178.91372680664062,318.8464660644531,204.56483459472656
000001,1,car,0.9967601895332336,65.97974395751953,173.2970733642578,195.47897338867188,226.5532684326172
000001,1,car,0.9959747195243835,0.3309389352798462,183.35963439941406,75.89636993408203,235.88624572753906
000001,1,car,0.9919976592063904,189.66360473632812,178.1713409423828,274.10345458984375,216.7532501220703
000001,1,car,0.9082531332969666,291.3575439453125,172.32594299316406,347.7557067871094,207.04563903808594
000001,1,car,0.8254015445709229,233.1669464111328,179.1815185546875,271.5169372558594,214.05381774902344
000001,1,car,0.77873295545578,267.4375915527344,179.5030517578125,305.459228515625,206.5172576904297
000001,1,car,0.6232433915138245,190.48104858398438,180.50523376464844,224.96051025390625,217.1526336669922
000001,1,car,0.5797470211982727,266.70941162109375,176.58094787597656,334.7006530761719,207.66647338867188
000002,1,car,0.9906715154647827,0.0,188.48165893554688,36.40262222290039,240.4827880859375
000002,1,car,0.9841619729995728,178.40931701660156,180.66543579101562,255.17767333984375,219.2101287841797
000002,1,car,0.9650218486785889,29.949600219726562,174.02288818359375,166.50628662109375,231.9967803955078
000002,1,car,0.9615091681480408,276.01763916015625,171.01788330078125,334.66717529296875,210.6658935546875
000002,1,car,0.7635076642036438,409.83184814453125,171.2162628173828,436.96514892578125,192.9905242919922
000003,1,car,0.9969937801361084,142.67913818359375,182.08816528320312,237.0736846923828,223.8702850341797
000003,1,car,0.9924543499946594,3.565674066543579,174.17567443847656,147.75949096679688,238.5113067626953
000003,1,car,0.941400945186615,248.3743896484375,171.79188537597656,323.22479248046875,213.59669494628906
000003,1,car,0.574803352355957,0.8957458734512329,179.605712890625,80.69152069091797,236.7063751220703
000004,1,car,0.9975960850715637,110.77279663085938,184.08433532714844,215.0131378173828,228.455810546875
000004,1,car,0.9944766163825989,2.302469253540039,175.57569885253906,116.4720458984375,242.59695434570312
000004,1,car,0.9659706354141235,238.76968383789062,171.92625427246094,308.0166015625,214.80490112304688
000005,1,car,0.9976747632026672,79.6226806640625,182.6142578125,192.9215850830078,230.0634307861328
000005,1,car,0.9807743430137634,1.7362937927246094,170.9965362548828,86.222900390625,240.42080688476562
000005,1,car,0.9362961053848267,223.02276611328125,169.97341918945312,292.59490966796875,215.90211486816406
000006,1,car,0.9962557554244995,43.10979461669922,181.46080017089844,168.60897827148438,230.717041015625
000006,1,car,0.9830473065376282,0.7636297941207886,170.84365844726562,43.83662414550781,242.5183868408203
000006,1,car,0.9629684686660767,205.57472229003906,169.09837341308594,275.7874450683594,216.39463806152344
000007,1,car,0.9955155253410339,4.398065090179443,180.13548278808594,144.58287048339844,232.70887756347656
000008,1,car,0.9972622394561768,0.0,182.14907836914062,114.80145263671875,235.51187133789062
000008,1,car,0.7665327787399292,218.9623260498047,164.5560760498047,241.02354431152344,210.61900329589844
000009,1,car,0.9914693236351013,0.2790784537792206,179.81497192382812,84.26963806152344,232.84689331054688
000011,1,car,0.6972653269767761,68.1547622680664,197.0536346435547,117.787353515625,229.64239501953125
000012,1,car,0.9022514820098877,30.250192642211914,196.54029846191406,87.7813949584961,235.7056884765625
000012,1,car,0.5441544651985168,48.49807357788086,178.0036163330078,150.21327209472656,235.20407104492188
000013,1,car,0.9024081230163574,329.353759765625,174.0507049560547,376.0386657714844,200.5446319580078
000013,1,car,0.7956607341766357,5.319796085357666,170.7506866455078,126.82254028320312,240.54786682128906
000014,1,car,0.6057178378105164,0.0,165.43887329101562,91.8064193725586,245.59390258789062
000014,1,car,0.5140402317047119,713.6935424804688,173.99781799316406,731.8211669921875,185.62701416015625
000015,1,car,0.8034732937812805,313.0173645019531,173.5923614501953,363.1459655761719,195.1865997314453
000015,1,car,0.5699507594108582,712.0777587890625,173.2516326904297,731.852294921875,184.79812622070312
000015,1,car,0.5636385679244995,0.16352705657482147,166.92904663085938,53.170188903808594,253.21023559570312
000016,1,car,0.5947028398513794,711.083251953125,172.9831085205078,730.523193359375,184.6306915283203
000018,1,car,0.7625707983970642,283.9423522949219,174.69073486328125,333.6058654785156,194.7727813720703
000020,1,car,0.7105660438537598,706.478271484375,170.62403869628906,726.5760498046875,183.60337829589844
000021,1,car,0.6917917132377625,705.3905639648438,170.9742431640625,724.7423095703125,183.7847137451172
000025,1,car,0.7635229229927063,707.1083984375,176.74461364746094,727.7219848632812,189.11280822753906
000025,1,car,0.6451598405838013,195.09072875976562,175.98269653320312,275.2549133300781,201.58543395996094
000026,1,car,0.5338107943534851,1130.3717041015625,163.53590393066406,1158.8270263671875,178.6502685546875
000027,1,car,0.787263035774231,707.8698120117188,177.74594116210938,729.5606079101562,190.6029815673828
000029,1,car,0.5878076553344727,2.347860813140869,202.45858764648438,45.14451217651367,226.69952392578125
000029,1,car,0.5207176208496094,710.5748901367188,171.270751953125,732.0288696289062,186.20680236816406
000030,1,car,0.640181303024292,712.7754516601562,172.52931213378906,731.5918579101562,185.3566131591797
000030,1,car,0.5326865911483765,604.3138427734375,174.0654754638672,626.7489013671875,186.64907836914062
000031,1,car,0.8218454122543335,711.7322998046875,171.086669921875,732.502685546875,185.9518280029297
000032,1,car,0.6817359328269958,599.0885009765625,169.5021209716797,621.7555541992188,186.836181640625
000032,1,car,0.6770692467689514,713.2125244140625,171.7615509033203,733.97314453125,186.10519409179688
000033,1,car,0.696454644203186,598.0850219726562,172.6786651611328,621.2537231445312,188.3245849609375
000033,1,car,0.5969478487968445,716.0384521484375,174.14382934570312,735.5584106445312,187.68130493164062
000034,1,car,0.7273564338684082,716.728271484375,171.44509887695312,737.9752807617188,188.78863525390625
000034,1,car,0.6186307072639465,595.414306640625,176.26390075683594,619.2284545898438,189.47518920898438
000035,1,car,0.8983019590377808,592.1825561523438,173.2203369140625,616.2119750976562,188.20848083496094
000035,1,car,0.7889146208763123,716.882080078125,172.42111206054688,737.8496704101562,188.4829559326172
000036,1,car,0.8500130772590637,717.7786254882812,169.9355926513672,738.740478515625,187.4647216796875
000036,1,car,0.7416184544563293,588.9766845703125,171.72396850585938,612.1083984375,186.89288330078125
000037,1,car,0.8478550314903259,584.7955322265625,171.71743774414062,609.3221435546875,187.20249938964844
000037,1,car,0.8077923655509949,717.779541015625,170.7071075439453,739.0980834960938,187.32398986816406
000038,1,car,0.8969077467918396,0.4616973102092743,172.4627685546875,51.20638656616211,226.77719116210938
000038,1,car,0.8734409213066101,577.3290405273438,174.9356231689453,604.86669921875,189.8521728515625
